date,mean_temp,humidity,mean_wspeed,wdegree,pressure,rainfall,radiation,radiation_balance,uva,uvb,no,no2,ozone,PM10,PM2_5
2016-01-01 00:30:00,5.0,94.1,1.5,206.0,989.0,0.0,0.0,-32.7,1.48,0.03,100.3,36.1,6.3,144.47,128.01
2016-01-01 01:00:00,5.2,93.8,0.9,205.0,989.0,0.0,0.0,-27.7,1.47,0.03,111.9,33.4,4.3,521.12,462.13
2016-01-01 01:30:00,5.6,94.1,0.8,50.7,989.0,0.0,0.0,-25.8,1.47,0.03,143.1,34.3,4.3,819.23,729.39
2016-01-01 02:00:00,5.3,93.6,0.8,23.3,989.0,0.0,0.0,-21.6,1.48,0.03,155.7,35.7,4.3,797.36,710.19
2016-01-01 02:30:00,5.4,93.3,0.9,55.0,989.0,0.0,0.0,-22.7,1.48,0.03,154.1,47.5,5.0,722.97,642.74
2016-01-01 03:00:00,5.5,93.1,0.7,45.8,989.8,0.01,0.0,-20.0,1.48,0.03,183.4,44.1,4.9,558.03,497.6
2016-01-01 03:30:00,5.7,93.3,0.5,61.3,990.0,0.04,0.0,-20.3,1.48,0.03,193.0,40.8,4.9,482.66,433.36
2016-01-01 04:00:00,5.6,93.1,1.1,49.7,990.0,0.04,0.0,-17.4,1.51,0.03,196.9,41.8,3.7,520.34,470.36
2016-01-01 04:30:00,5.4,93.3,0.5,54.6,990.0,0.25,0.0,-14.0,1.52,0.03,186.0,38.4,3.0,521.43,475.99
2016-01-01 05:00:00,5.5,93.3,0.4,99.3,990.0,0.22,0.0,-13.1,1.52,0.03,189.3,38.1,3.2,499.79,460.15
2016-01-01 05:30:00,5.7,93.4,0.2,86.8,990.0,0.06,0.0,-16.3,1.54,0.03,167.0,50.0,4.3,462.61,428.81
2016-01-01 06:00:00,5.4,93.9,0.7,87.0,990.0,0.01,0.0,-32.6,1.57,0.03,188.5,43.4,4.8,398.16,371.26
2016-01-01 06:30:00,5.4,93.7,0.4,31.0,990.41,0.0,0.0,-37.2,1.57,0.03,185.4,40.1,3.5,361.71,338.88
2016-01-01 07:00:00,5.6,94.2,0.2,61.6,990.22,0.0,0.0,-13.7,1.58,0.03,168.0,37.7,3.1,351.21,330.23
2016-01-01 07:30:00,5.7,94.0,0.5,46.4,990.45,0.0,0.0,-33.1,1.59,0.03,167.8,37.0,3.0,311.49,293.19
2016-01-01 08:00:00,5.6,93.9,0.2,105.6,991.0,0.0,0.0,-23.0,1.61,0.03,157.2,38.3,3.3,292.01,275.16
2016-01-01 08:30:00,5.3,93.7,1.0,210.5,991.0,0.0,0.5,-16.3,1.71,0.03,109.7,48.8,3.8,250.52,236.88
2016-01-01 09:00:00,5.3,94.1,1.1,200.7,991.0,0.0,10.2,-22.1,2.21,0.03,102.3,39.7,4.5,138.32,130.99
2016-01-01 09:30:00,5.1,93.1,1.0,199.7,991.0,0.0,37.3,-41.4,3.34,0.04,85.5,36.6,7.0,64.34,61.07
2016-01-01 10:00:00,5.5,93.4,0.5,164.8,991.0,0.0,105.5,-16.0,4.5,0.05,71.7,39.6,6.5,50.16,47.98
2016-01-01 10:30:00,5.8,92.1,1.0,15.0,991.0,0.0,105.5,17.4,4.75,0.05,71.7,42.1,6.4,65.56,62.83
2016-01-01 11:00:00,6.0,92.7,1.1,57.1,991.0,0.0,115.6,43.7,5.04,0.06,75.8,32.4,4.0,112.12,107.38
2016-01-01 11:30:00,6.1,92.2,1.3,16.5,990.14,0.0,75.4,30.6,5.02,0.07,70.1,31.2,3.9,125.29,119.52
2016-01-01 12:00:00,5.7,92.7,1.5,21.0,990.0,0.0,72.2,36.3,4.94,0.07,60.8,31.5,4.7,102.44,97.72
2016-01-01 12:30:00,5.6,93.3,1.8,22.1,990.0,0.0,62.6,36.8,4.55,0.06,54.3,31.8,5.1,89.48,85.93
2016-01-01 13:00:00,5.6,93.3,1.9,18.6,990.0,0.0,82.1,54.6,4.54,0.06,46.6,33.0,5.4,79.36,76.37
2016-01-01 13:30:00,5.5,93.3,1.7,29.8,989.0,0.0,81.8,54.5,4.64,0.06,41.6,33.0,5.6,70.32,67.37
2016-01-01 14:00:00,5.4,93.1,1.7,47.4,989.0,0.0,61.3,40.0,3.78,0.05,39.7,32.5,5.8,61.54,58.94
2016-01-01 14:30:00,5.3,93.0,1.3,61.6,988.63,0.0,48.9,29.9,3.44,0.05,30.4,39.9,9.5,56.9,54.54
2016-01-01 15:00:00,5.7,93.1,0.9,30.1,988.0,0.0,38.7,18.6,3.26,0.04,29.2,37.4,9.0,59.01,56.55
2016-01-01 15:30:00,5.8,93.0,0.6,79.1,988.0,0.0,43.6,9.2,3.23,0.04,31.5,34.0,6.6,61.61,58.83
2016-01-01 16:00:00,5.8,92.0,1.1,83.0,988.0,0.0,24.9,-7.0,2.66,0.04,29.8,33.7,6.5,54.65,51.59
2016-01-01 16:30:00,5.6,92.6,1.2,68.5,988.0,0.0,7.4,-18.3,2.09,0.03,27.2,33.8,7.3,46.18,43.35
2016-01-01 17:00:00,5.3,92.3,1.3,84.5,987.87,0.0,0.1,-22.5,1.75,0.03,22.1,36.7,9.0,42.92,40.2
2016-01-01 17:30:00,5.3,92.4,1.3,38.6,987.0,0.0,0.0,-22.7,1.69,0.03,18.9,45.0,10.3,40.93,38.31
2016-01-01 18:00:00,5.3,92.5,1.2,56.6,987.0,0.0,0.0,-12.0,1.69,0.03,23.5,36.4,5.8,40.68,37.58
2016-01-01 18:30:00,4.6,92.5,1.1,118.5,986.71,0.0,0.0,-13.8,1.69,0.03,23.7,34.2,6.7,41.73,38.33
2016-01-01 19:00:00,4.2,92.5,0.7,72.0,986.0,0.0,0.0,-57.3,1.7,0.03,21.2,32.3,5.9,40.01,37.38
2016-01-01 19:30:00,4.1,92.8,0.6,80.2,986.0,0.0,0.0,-75.1,1.73,0.03,20.8,32.1,5.9,35.1,30.93
2016-01-01 20:00:00,4.5,92.9,0.9,20.4,985.27,0.0,0.0,-64.5,1.73,0.03,12.4,40.2,9.4,34.08,29.33
2016-01-01 20:30:00,4.5,92.7,0.4,28.2,985.0,0.0,0.0,-26.0,1.74,0.03,16.2,37.6,8.3,37.38,34.22
2016-01-01 21:00:00,4.5,92.8,0.4,174.8,984.84,0.0,0.0,-35.7,1.73,0.03,19.9,31.6,5.7,34.27,31.21
2016-01-01 21:30:00,5.0,91.9,0.8,91.3,984.0,0.0,0.0,-26.7,1.69,0.03,17.7,28.0,6.2,24.21,21.75
2016-01-01 22:00:00,5.0,88.5,0.8,101.7,984.0,0.0,0.0,-19.3,1.69,0.03,16.2,27.3,7.1,20.55,19.11
2016-01-01 22:30:00,5.2,85.5,0.8,90.3,984.0,0.0,0.0,-15.7,1.69,0.03,7.9,35.8,12.3,20.95,19.54
2016-01-01 23:00:00,5.1,84.0,0.6,98.0,983.65,0.0,0.0,-13.4,1.69,0.03,12.0,28.8,8.3,18.37,16.19
2016-01-01 23:30:00,5.0,83.0,1.7,60.6,983.0,0.0,0.0,-19.9,1.69,0.03,13.3,26.2,7.8,16.66,14.51
2016-01-02 00:00:00,4.9,83.3,1.4,64.9,983.0,0.0,0.0,-22.8,1.69,0.03,13.1,25.2,8.7,17.81,15.69
2016-01-02 00:30:00,4.8,83.2,1.3,72.5,983.0,0.0,0.0,-17.6,1.69,0.03,11.0,23.9,8.9,18.72,16.51
2016-01-02 01:00:00,5.0,83.3,0.9,70.7,982.86,0.0,0.0,-14.5,1.69,0.03,5.5,28.7,14.1,19.44,17.41
2016-01-02 01:30:00,4.9,83.2,1.2,95.7,982.0,0.0,0.0,-15.2,1.69,0.03,6.1,24.1,12.1,20.12,18.18
2016-01-02 02:00:00,4.8,83.0,1.3,99.3,981.82,0.0,0.0,-18.5,1.69,0.03,7.2,21.8,8.9,17.9,16.37
2016-01-02 02:30:00,4.7,83.4,1.3,105.5,981.0,0.0,0.0,-22.0,1.69,0.03,5.5,25.2,12.3,15.04,13.68
2016-01-02 03:00:00,5.0,83.5,1.1,65.2,981.0,0.0,0.0,-22.2,1.69,0.03,7.8,25.3,11.8,16.17,14.94
2016-01-02 03:30:00,5.0,82.7,0.6,108.5,980.39,0.0,0.0,-18.9,1.69,0.03,8.8,23.4,9.4,18.12,16.62
2016-01-02 04:00:00,4.9,83.1,0.8,120.2,980.0,0.0,0.0,-28.8,1.69,0.03,6.3,20.6,10.2,19.26,17.92
2016-01-02 04:30:00,5.3,82.0,0.6,44.1,980.0,0.0,0.0,-32.2,1.69,0.03,7.6,21.0,10.4,17.35,16.15
2016-01-02 05:00:00,4.9,80.7,1.1,86.0,979.59,0.0,0.0,-28.7,1.69,0.03,3.7,24.5,16.0,14.88,13.51
2016-01-02 05:30:00,4.8,81.8,1.4,106.7,979.0,0.0,0.0,-11.3,1.69,0.03,5.0,21.1,11.4,14.28,13.03
2016-01-02 06:00:00,4.8,81.8,1.1,113.5,979.0,0.0,0.0,-20.6,1.69,0.03,5.6,19.0,10.8,12.85,11.22
2016-01-02 06:30:00,4.8,82.9,1.0,130.1,979.0,0.0,0.0,-27.3,1.69,0.03,5.2,18.2,11.4,12.61,11.39
2016-01-02 07:00:00,4.8,83.0,0.8,98.0,978.92,0.0,0.0,-18.1,1.69,0.03,3.7,22.2,17.1,13.01,12.41
2016-01-02 07:30:00,4.8,83.2,1.3,78.9,978.0,0.02,0.0,-16.3,1.69,0.03,7.3,21.4,10.9,13.4,12.81
2016-01-02 08:00:00,4.7,84.9,1.5,68.7,978.0,0.22,0.0,-23.3,1.79,0.03,9.9,21.4,10.0,16.61,15.79
2016-01-02 08:30:00,4.7,87.2,1.2,65.0,978.0,0.23,0.0,-20.4,2.12,0.04,8.8,26.4,12.6,17.62,16.03
2016-01-02 09:00:00,4.7,88.5,1.0,76.2,978.0,0.29,3.7,-15.3,2.72,0.06,12.4,23.9,9.6,14.49,12.63
2016-01-02 09:30:00,4.7,89.3,1.2,72.4,978.0,0.18,11.1,-9.3,3.28,0.07,17.4,24.3,9.1,13.24,11.72
2016-01-02 10:00:00,4.8,89.7,1.3,61.5,977.73,0.01,28.1,0.2,3.32,0.06,16.2,23.3,8.9,13.77,12.46
2016-01-02 10:30:00,4.8,89.2,1.4,71.0,977.0,0.0,37.0,1.6,3.93,0.07,19.8,23.5,8.6,15.13,13.93
2016-01-02 11:00:00,5.2,90.0,1.1,77.6,977.0,0.07,44.1,8.9,4.31,0.07,21.9,25.0,8.3,17.01,15.97
2016-01-02 11:30:00,5.5,89.3,0.7,80.6,977.0,0.03,55.6,15.6,4.29,0.07,20.6,32.8,9.3,16.39,15.05
2016-01-02 12:00:00,5.8,89.4,0.4,119.4,977.0,0.06,54.8,14.5,4.3,0.07,26.1,26.9,6.4,13.21,11.03
2016-01-02 12:30:00,5.7,89.1,1.4,83.2,976.49,0.13,65.2,19.7,4.75,0.08,27.2,25.8,7.3,12.36,10.22
2016-01-02 13:00:00,5.7,89.5,1.7,87.5,976.0,0.09,100.0,38.7,5.76,0.09,27.3,25.3,7.2,11.55,9.86
2016-01-02 13:30:00,6.1,89.5,1.0,96.0,976.0,0.04,68.4,15.5,4.74,0.08,30.9,26.0,7.2,11.57,9.95
2016-01-02 14:00:00,6.3,89.5,0.7,117.9,976.0,0.13,52.1,9.5,4.19,0.07,39.5,28.2,6.4,13.73,12.31
2016-01-02 14:30:00,6.2,89.5,1.3,94.4,975.66,0.04,48.5,8.4,3.38,0.05,45.1,31.5,6.7,12.48,10.71
2016-01-02 15:00:00,6.3,88.6,1.1,104.2,975.0,0.01,61.3,13.4,3.5,0.05,43.0,41.3,7.7,10.44,8.28
2016-01-02 15:30:00,6.9,89.5,0.7,61.0,975.49,0.02,32.3,-4.7,2.77,0.04,65.3,37.1,5.8,12.48,10.27
2016-01-02 16:00:00,6.7,89.3,1.3,98.0,975.9,0.07,10.1,-16.2,2.31,0.04,75.7,38.2,5.0,13.18,10.79
2016-01-02 16:30:00,6.5,89.0,1.5,161.1,976.0,0.01,1.9,-27.8,1.9,0.04,70.1,37.5,5.8,12.78,10.67
2016-01-02 17:00:00,6.7,89.5,0.6,234.6,976.0,0.09,0.0,-19.6,1.76,0.03,63.8,37.1,7.2,10.9,9.05
2016-01-02 17:30:00,6.5,89.5,0.8,257.6,976.0,0.25,0.0,-18.9,1.73,0.03,47.9,45.7,6.5,11.16,9.38
2016-01-02 18:00:00,6.6,90.3,0.4,194.2,976.0,0.32,0.0,-19.2,1.73,0.03,65.1,35.2,4.4,13.6,12.2
2016-01-02 18:30:00,6.5,90.2,0.8,37.4,976.0,0.3,0.0,-16.9,1.73,0.03,91.4,35.1,5.5,14.58,13.49
2016-01-02 19:00:00,6.2,91.0,0.8,57.7,976.0,0.46,0.0,-14.3,1.73,0.03,131.6,39.5,4.9,14.95,13.19
2016-01-02 19:30:00,6.3,91.8,0.8,70.3,976.0,0.36,0.0,-13.7,1.73,0.03,133.4,39.2,4.7,14.69,11.92
2016-01-02 20:00:00,6.2,91.9,0.8,60.9,976.0,0.37,0.0,-13.2,1.73,0.03,127.6,37.8,4.7,17.2,14.39
2016-01-02 20:30:00,6.1,92.3,0.9,249.8,976.0,0.1,0.0,-16.6,1.73,0.03,100.8,34.3,4.8,17.78,15.42
2016-01-02 21:00:00,5.8,92.0,0.9,248.0,976.0,0.03,0.0,-18.0,1.75,0.03,82.9,32.8,5.3,14.31,12.85
2016-01-02 21:30:00,5.8,92.5,0.9,237.9,976.04,0.0,0.0,-18.9,1.77,0.03,69.3,44.7,7.1,10.47,9.58
2016-01-02 22:00:00,5.8,92.6,0.7,244.1,976.0,0.0,0.0,-29.1,1.77,0.03,65.8,36.8,5.5,10.88,9.97
2016-01-02 22:30:00,5.9,92.5,0.6,218.6,976.0,0.0,0.0,-28.0,1.77,0.03,74.1,33.2,3.9,11.57,10.65
2016-01-02 23:00:00,5.8,91.9,0.5,260.6,976.0,0.0,0.0,-26.8,1.77,0.03,70.2,31.1,3.3,12.62,11.53
2016-01-02 23:30:00,5.8,92.2,0.7,57.6,976.0,0.0,0.0,-21.4,1.77,0.03,75.7,30.8,3.6,16.74,15.35
2016-01-03 00:00:00,5.6,92.6,1.3,26.1,976.04,0.0,0.0,-25.0,1.78,0.03,77.5,31.9,3.9,18.36,16.68
2016-01-03 00:30:00,5.6,92.5,0.9,39.0,976.0,0.0,0.0,-27.3,1.81,0.04,78.7,32.9,4.3,18.36,16.51
2016-01-03 01:00:00,5.6,92.3,0.8,77.4,976.0,0.0,0.0,-25.4,1.82,0.04,76.0,42.6,6.9,18.93,17.01
2016-01-03 01:30:00,5.8,92.5,0.6,80.6,976.0,0.0,0.0,-21.8,1.85,0.04,81.0,45.7,5.9,20.34,18.57
2016-01-03 02:00:00,5.7,92.5,1.0,8.7,976.0,0.0,0.0,-25.0,1.85,0.04,96.1,38.6,4.2,21.64,19.44
2016-01-03 02:30:00,5.5,92.6,0.9,50.7,976.0,0.0,0.0,-48.6,1.88,0.04,95.1,36.1,4.4,21.78,19.11
2016-01-03 03:00:00,5.6,92.6,0.5,37.9,976.0,0.0,0.0,-43.0,1.89,0.04,93.7,35.5,4.6,22.55,20.09
2016-01-03 03:30:00,5.5,92.5,0.6,162.4,976.0,0.0,0.0,-41.2,1.9,0.04,91.2,35.7,4.3,19.91,17.69
2016-01-03 04:00:00,5.2,92.1,0.9,233.3,976.0,0.0,0.0,-37.8,1.9,0.04,68.9,37.7,4.2,14.51,12.24
2016-01-03 04:30:00,5.2,92.3,0.9,222.5,976.0,0.0,0.0,-23.6,1.94,0.04,52.8,48.6,6.5,9.76,7.63
2016-01-03 05:00:00,5.5,92.5,1.2,230.9,975.67,0.0,0.0,-30.0,1.94,0.04,57.9,36.2,4.8,8.07,6.07
2016-01-03 05:30:00,5.6,91.8,1.8,228.2,975.0,0.0,0.0,-29.1,1.94,0.04,52.7,33.2,5.3,7.46,5.13
2016-01-03 06:00:00,5.9,91.2,1.9,230.4,975.0,0.0,0.0,-22.6,1.92,0.04,47.5,32.7,5.9,5.78,3.67
2016-01-03 06:30:00,,,,,,,,,,,,,,5.99,4.29
2016-01-03 07:00:00,6.2,90.0,2.1,224.9,975.0,0.0,0.0,-29.3,1.9,0.04,32.3,35.9,6.5,6.82,4.9
2016-01-03 07:30:00,6.3,89.6,2.1,225.4,975.0,0.0,0.0,-31.3,1.9,0.04,19.5,39.5,8.0,6.51,4.38
2016-01-03 08:00:00,6.4,89.0,2.0,231.6,975.0,0.0,0.0,-23.1,1.9,0.04,22.0,29.4,5.5,6.27,3.91
2016-01-03 08:30:00,6.4,88.6,1.9,230.5,975.0,0.0,0.0,-10.9,1.95,0.04,17.3,26.4,6.6,5.69,3.52
2016-01-03 09:00:00,6.4,88.0,1.9,228.8,974.39,0.0,6.3,-10.3,2.22,0.04,9.7,32.0,10.2,5.22,3.16
2016-01-03 09:30:00,6.3,88.3,1.6,236.6,974.41,0.02,25.2,-12.7,2.89,0.05,8.8,27.9,10.4,6.45,4.26
2016-01-03 10:00:00,6.5,87.3,1.4,231.3,974.0,0.0,48.3,-8.5,3.7,0.05,10.8,24.4,8.9,8.6,6.67
2016-01-03 10:30:00,6.8,87.1,1.6,224.4,974.0,0.0,71.8,-6.0,4.43,0.06,9.7,23.4,9.3,6.14,4.37
2016-01-03 11:00:00,7.1,82.2,1.9,217.4,973.99,0.0,133.3,37.7,6.06,0.08,8.0,22.4,9.8,4.44,2.77
2016-01-03 11:30:00,7.6,76.8,1.7,220.3,973.01,0.0,155.8,88.1,10.45,0.2,3.1,24.8,16.4,7.74,6.62
2016-01-03 12:00:00,7.9,72.2,1.9,223.8,972.58,0.0,189.9,93.7,11.87,0.22,4.8,22.5,14.6,8.09,6.96
2016-01-03 12:30:00,8.0,69.8,2.3,217.4,972.0,0.0,175.4,92.1,11.14,0.21,3.6,21.9,17.3,6.31,4.81
2016-01-03 13:00:00,7.9,69.5,2.5,224.0,972.0,0.0,121.1,65.8,6.96,0.11,1.8,19.4,20.8,5.73,4.4
2016-01-03 13:30:00,7.9,66.7,2.8,219.7,971.36,0.0,139.4,82.1,5.93,0.07,1.5,19.6,23.6,3.19,2.19
2016-01-03 14:00:00,8.2,63.6,2.1,205.8,970.93,0.0,149.1,77.6,5.9,0.07,1.5,19.2,23.1,1.56,2.82
2016-01-03 14:30:00,8.2,59.0,2.5,207.4,970.0,0.0,113.1,36.3,5.1,0.06,1.2,18.1,24.4,1.03,2.86
2016-01-03 15:00:00,8.0,58.0,2.4,201.1,969.93,0.0,103.9,5.6,4.72,0.05,0.9,16.3,24.9,3.44,1.64
2016-01-03 15:30:00,8.0,56.4,1.7,186.3,969.03,0.0,56.9,-38.3,3.7,0.04,1.4,16.0,23.2,3.95,2.52
2016-01-03 16:00:00,7.8,58.6,1.3,147.7,969.0,0.0,39.9,-46.1,2.81,0.03,2.6,18.5,19.3,2.85,0.88
2016-01-03 16:30:00,7.3,61.2,1.6,138.4,968.34,0.0,16.7,-55.4,1.97,0.03,4.5,22.7,16.9,4.13,1.59
2016-01-03 17:00:00,6.9,62.9,1.7,142.6,968.0,0.0,1.0,-65.7,1.44,0.02,5.4,26.1,15.9,5.83,3.25
2016-01-03 17:30:00,6.3,66.7,0.9,193.8,967.43,0.0,0.0,-63.7,1.34,0.02,7.3,35.2,20.4,6.87,4.03
2016-01-03 18:00:00,6.4,69.3,1.7,130.4,967.0,0.0,0.0,-49.7,1.36,0.02,10.5,34.0,11.7,7.15,4.15
2016-01-03 18:30:00,6.3,72.1,1.9,143.8,966.64,0.0,0.0,-49.4,1.32,0.02,9.3,30.4,9.8,6.83,4.45
2016-01-03 19:00:00,6.0,74.2,2.1,145.3,966.0,0.0,0.0,-49.0,1.34,0.02,9.0,27.9,9.7,7.17,5.26
2016-01-03 19:30:00,5.7,74.5,2.0,144.1,965.44,0.0,0.0,-42.2,1.36,0.02,8.7,27.7,9.7,8.24,6.08
2016-01-03 20:00:00,5.3,76.4,1.8,129.3,964.58,0.0,0.0,-52.9,1.36,0.02,4.9,32.6,14.0,9.55,7.06
2016-01-03 20:30:00,4.9,78.9,1.6,126.5,964.0,0.0,0.0,-49.9,1.39,0.02,8.2,29.5,11.0,10.68,8.08
2016-01-03 21:00:00,4.5,80.5,1.3,138.8,963.63,0.0,0.0,-46.7,1.4,0.02,11.0,27.5,9.2,12.87,10.45
2016-01-03 21:30:00,4.5,79.6,1.2,144.9,963.0,0.0,0.0,-37.8,1.4,0.02,6.4,28.8,12.2,12.52,10.56
2016-01-03 22:00:00,4.3,79.6,2.0,125.2,962.53,0.0,0.0,-29.6,1.4,0.02,6.4,27.3,12.4,13.56,12.27
2016-01-03 22:30:00,4.0,80.4,1.8,115.3,962.0,0.0,0.0,-23.2,1.4,0.02,10.7,24.4,9.8,15.96,14.79
2016-01-03 23:00:00,4.0,80.8,0.9,107.2,961.73,0.0,0.0,-18.1,1.4,0.02,7.3,28.1,12.0,11.02,9.75
2016-01-03 23:30:00,4.1,81.6,1.2,146.8,961.0,0.17,0.0,-36.2,1.42,0.02,6.2,23.4,11.0,7.65,6.36
2016-01-04 00:00:00,3.7,85.4,1.5,113.0,960.83,0.65,0.0,-25.7,1.44,0.02,7.6,22.6,9.6,12.86,11.85
2016-01-04 00:30:00,3.4,87.9,1.9,117.5,960.0,0.65,0.0,-24.9,1.44,0.02,4.6,26.0,13.7,15.88,15.31
2016-01-04 01:00:00,3.3,88.9,2.5,116.0,959.4,0.64,0.0,-26.2,1.45,0.02,6.6,22.1,10.6,12.35,11.78
2016-01-04 01:30:00,3.3,89.5,1.7,111.7,959.0,0.96,0.0,-23.7,1.45,0.02,6.5,20.7,9.8,11.2,10.31
2016-01-04 02:00:00,3.1,90.2,2.4,129.8,958.19,1.37,0.0,-26.3,1.46,0.02,4.0,23.7,13.9,13.11,12.01
2016-01-04 02:30:00,2.8,90.7,2.3,143.9,958.0,1.36,0.0,-26.9,1.48,0.02,4.6,19.3,11.0,11.92,10.86
2016-01-04 03:00:00,2.7,90.8,1.4,148.7,957.69,0.65,0.0,-23.8,1.48,0.02,2.2,20.5,14.8,8.87,8.15
2016-01-04 03:30:00,2.8,90.1,0.8,159.0,957.0,0.52,0.0,-21.9,1.48,0.02,3.7,18.6,11.7,9.92,9.69
2016-01-04 04:00:00,3.2,91.0,0.2,74.3,956.91,0.02,0.0,-22.0,1.48,0.02,2.9,19.5,14.4,10.09,9.81
2016-01-04 04:30:00,3.6,90.8,0.2,334.3,956.0,0.01,0.0,-23.4,1.45,0.02,4.9,18.5,10.8,9.38,8.79
2016-01-04 05:00:00,3.8,90.7,0.8,251.2,956.0,0.03,0.0,-23.0,1.44,0.02,2.4,20.0,14.6,6.98,6.3
2016-01-04 05:30:00,3.9,90.4,0.6,222.9,956.0,0.37,0.0,-23.9,1.44,0.02,4.4,18.7,12.1,5.1,4.6
2016-01-04 06:00:00,4.1,89.1,3.3,222.6,956.0,0.2,0.0,-34.7,1.44,0.02,1.6,17.9,17.6,2.94,2.44
2016-01-04 06:30:00,4.2,87.6,3.4,227.0,956.0,0.12,0.0,-34.5,1.44,0.02,1.3,16.9,19.9,1.48,1.11
2016-01-04 07:00:00,4.3,88.2,3.4,228.8,956.0,0.06,0.0,-37.6,1.41,0.02,1.9,19.0,18.1,1.44,1.03
2016-01-04 07:30:00,4.3,87.5,3.0,225.8,956.0,0.18,0.0,-31.7,1.4,0.02,3.8,22.4,15.8,1.64,2.51
2016-01-04 08:00:00,4.2,88.3,2.6,224.7,956.0,0.45,0.0,-25.3,1.41,0.02,3.8,25.2,15.5,0.13,0.77
2016-01-04 08:30:00,4.4,89.7,2.2,229.9,956.0,0.16,0.8,-24.5,1.49,0.02,5.9,29.2,13.6,2.29,1.32
2016-01-04 09:00:00,4.6,89.8,2.7,232.5,956.85,0.0,12.2,-27.1,1.95,0.03,9.4,31.5,11.1,2.38,1.25
2016-01-04 09:30:00,4.9,89.0,2.7,231.7,957.0,0.0,23.4,-25.0,2.75,0.03,11.4,35.2,11.2,3.22,1.7
2016-01-04 10:00:00,5.3,87.6,2.3,224.6,957.0,0.0,68.9,3.0,3.55,0.04,14.8,34.7,8.9,2.51,0.46
2016-01-04 10:30:00,6.0,85.1,3.1,217.4,957.0,0.0,135.4,-5.4,5.4,0.06,11.6,38.4,10.2,0.93,0.83
2016-01-04 11:00:00,6.5,79.8,2.5,224.5,957.66,0.0,162.6,38.3,6.31,0.07,12.5,36.2,9.7,1.84,0.37
2016-01-04 11:30:00,7.3,74.7,2.6,230.5,957.49,0.0,258.0,80.6,7.78,0.08,10.7,37.5,11.2,2.33,0.37
2016-01-04 12:00:00,7.8,69.0,2.6,231.9,957.01,0.0,257.0,102.5,8.14,0.09,9.6,35.6,13.9,1.9,0.35
2016-01-04 12:30:00,7.8,68.7,3.1,222.5,957.02,0.0,150.3,79.9,6.2,0.08,6.8,37.8,15.4,5.47,1.1
2016-01-04 13:00:00,8.0,67.7,3.1,231.3,957.0,0.0,143.0,63.1,6.23,0.08,7.7,37.7,15.6,4.62,0.07
2016-01-04 13:30:00,8.0,65.5,3.2,241.8,957.0,0.0,111.1,30.9,5.81,0.07,6.1,37.5,17.6,0.94,1.56
2016-01-04 14:00:00,8.0,65.5,3.7,229.8,957.0,0.0,153.2,78.2,5.85,0.07,4.8,33.7,20.9,2.22,0.81
2016-01-04 14:30:00,7.9,65.0,3.6,227.5,957.0,0.0,119.1,52.5,5.22,0.06,4.7,36.6,21.1,2.74,0.71
2016-01-04 15:00:00,7.8,65.3,3.7,231.7,957.0,0.0,103.2,44.3,4.33,0.05,8.4,38.9,15.2,2.57,0.57
2016-01-04 15:30:00,7.8,65.0,3.5,233.1,957.0,0.0,70.1,14.6,3.33,0.04,2.2,31.3,24.4,2.77,0.12
2016-01-04 16:00:00,7.8,64.3,2.8,227.3,957.32,0.0,63.3,-1.8,2.49,0.03,4.3,31.1,19.0,2.33,0.09
2016-01-04 16:30:00,7.7,63.7,3.1,233.8,958.0,0.0,27.2,-22.7,1.82,0.03,2.4,28.8,21.3,4.5,1.74
2016-01-04 17:00:00,7.5,64.4,2.6,224.0,958.0,0.0,3.3,-46.4,1.39,0.02,2.5,30.2,22.6,6.13,3.25
2016-01-04 17:30:00,7.4,65.4,1.9,241.1,958.0,0.0,0.0,-42.9,1.28,0.02,2.4,31.0,19.1,4.76,2.02
2016-01-04 18:00:00,7.2,68.1,1.9,224.7,958.1,0.0,0.0,-56.5,1.28,0.02,5.1,32.1,14.4,3.18,0.29
2016-01-04 18:30:00,6.9,70.3,2.5,220.3,958.98,0.0,0.0,-58.0,1.31,0.02,5.0,34.0,14.7,3.87,1.03
2016-01-04 19:00:00,6.4,73.5,2.0,225.3,959.0,0.0,0.0,-72.0,1.32,0.02,10.2,37.6,12.5,5.39,2.89
2016-01-04 19:30:00,5.9,74.3,2.5,226.5,959.0,0.0,0.0,-72.8,1.36,0.02,8.2,37.1,11.2,3.53,0.76
2016-01-04 20:00:00,5.5,76.9,1.9,228.3,959.0,0.0,0.0,-72.8,1.38,0.02,9.9,38.7,11.5,1.55,1.41
2016-01-04 20:30:00,5.2,78.3,1.9,237.6,959.0,0.0,0.0,-70.0,1.4,0.02,6.0,37.3,11.7,4.24,2.02
2016-01-04 21:00:00,4.8,80.7,1.9,238.7,959.0,0.0,0.0,-68.4,1.4,0.02,6.2,36.1,11.8,6.24,4.29
2016-01-04 21:30:00,4.7,82.0,2.5,243.0,959.0,0.0,0.0,-63.6,1.41,0.02,3.5,32.8,14.0,6.92,4.99
2016-01-04 22:00:00,4.6,82.7,2.9,238.7,959.0,0.0,0.0,-65.9,1.4,0.02,3.2,31.0,14.7,7.23,5.31
2016-01-04 22:30:00,4.5,82.8,2.7,234.5,959.04,0.0,0.0,-42.3,1.4,0.02,5.9,31.5,12.4,6.19,3.98
