date,mean_temp,max_temp,min_temp,humidity,mean_wspeed,max_wspeed,wdegree,pressure,rainfall,radiation,radiation_balance,uva,uvb,no,no2,ozone,PM10,PM2_5
3/23/2015,7.8,12.7,3.4,64.5,1.5,5.8,121.2,984.9,0.00,80.6,11.6,4.02,0.075,14,28,17,42,36
3/24/2015,9.1,17.0,1.8,64.9,1.7,6.4,140.0,977.5,0.05,167.2,45.8,6.52,0.119,48,52,8,49,38
3/25/2015,10.1,17.6,4.3,66.2,2.1,9.9,264.9,972.9,0.00,172.6,66.8,6.73,0.127,29,36,12,41,33
3/26/2015,7.3,9.5,6.0,72.6,2.4,8.7,255.4,977.3,0.19,37.6,-1.3,2.83,0.049,7,23,18,26,23
3/27/2015,8.2,10.7,5.5,56.5,2.8,9.7,256.7,985.8,0.14,112.5,26.8,5.91,0.120,3,19,29,9,6
3/28/2015,9.0,16.2,4.2,52.7,2.2,8.0,232.9,988.9,0.00,181.1,70.2,7.38,0.176,6,27,24,17,12
3/29/2015,11.3,12.9,9.7,72.5,4.4,14.4,230.8,977.5,0.74,80.0,15.4,4.41,0.088,2,6,35,3,2
3/30/2015,9.0,11.3,6.2,67.7,3.6,14.6,261.0,974.4,8.35,91.7,5.3,4.62,0.088,2,11,42,5,3
3/31/2015,9.9,14.2,5.8,64.5,5.8,23.6,245.9,975.2,1.33,90.6,7.3,5.58,0.130,1,7,43,5,2
4/1/2015,5.5,8.3,2.1,61.3,5.0,18.5,260.4,986.5,2.08,171.9,45.9,7.40,0.129,2,8,42,7,3
4/2/2015,5.8,9.1,3.1,68.7,3.6,15.0,255.2,984.8,3.37,66.7,-11.7,4.58,0.087,5,22,30,8,5
4/3/2015,6.9,14.4,0.0,52.7,1.7,5.5,203.3,988.2,0.00,209.0,83.0,7.63,0.177,9,27,19,11,7
4/4/2015,5.1,8.3,3.7,84.3,1.6,6.8,142.2,983.0,6.62,46.8,-11.4,3.48,0.062,11,31,26,10,8
4/5/2015,5.8,9.9,2.1,48.5,2.1,9.2,72.9,988.3,0.00,166.6,47.8,6.66,0.118,10,32,21,15,12
4/6/2015,4.8,9.4,-0.3,53.4,1.8,6.5,187.9,994.2,0.00,110.1,22.2,4.86,0.085,11,38,16,21,19
4/7/2015,6.4,13.1,-0.1,47.6,1.7,5.5,137.7,1002.0,0.00,239.2,77.0,8.20,0.156,22,47,11,21,15
4/8/2015,8.9,16.3,1.3,48.6,1.9,6.7,151.0,996.3,0.00,238.9,84.9,8.18,0.181,34,57,8,26,19
4/9/2015,12.3,20.8,4.4,55.1,1.6,5.8,130.8,996.2,0.00,227.7,80.1,8.03,0.180,37,60,7,47,34
4/10/2015,14.9,23.4,6.9,50.3,1.7,5.6,124.1,991.5,0.00,217.0,75.5,9.22,0.234,39,71,8,44,27
4/11/2015,14.7,18.0,11.8,46.1,2.7,10.3,232.9,991.4,0.00,113.7,42.7,6.06,0.143,4,30,34,14,9
4/12/2015,14.8,19.6,11.1,59.5,1.5,5.0,157.3,997.2,0.00,154.2,57.0,6.54,0.149,4,27,20,12,9
4/13/2015,13.9,19.6,8.4,55.8,2.7,10.5,265.1,997.6,0.00,183.1,60.1,7.00,0.152,9,30,21,14,8
4/14/2015,14.8,22.7,6.9,50.2,1.9,7.5,252.5,997.4,0.00,243.0,92.6,9.18,0.214,13,36,15,14,8
4/15/2015,18.2,28.2,9.1,39.9,2.0,7.6,192.0,989.7,0.00,252.0,88.2,9.59,0.224,28,49,11,19,10
4/16/2015,19.0,25.3,12.9,32.1,1.6,6.0,190.2,983.8,0.00,181.0,62.0,7.59,0.180,18,53,17,23,11
4/17/2015,14.6,18.5,9.4,59.4,2.3,9.9,249.9,983.0,0.35,118.2,41.1,5.93,0.132,8,31,18,24,13
4/18/2015,10.0,14.4,6.3,40.6,2.4,9.0,41.8,990.9,0.00,233.0,77.1,9.73,0.182,10,35,20,14,8
4/19/2015,11.2,18.0,4.5,37.1,2.0,8.2,105.6,989.3,0.00,270.2,93.8,10.38,0.216,7,35,19,14,10
4/20/2015,12.2,20.0,4.3,40.9,2.0,7.3,132.2,992.5,0.00,266.9,96.7,9.19,0.191,20,47,15,25,15
4/21/2015,14.5,23.0,5.7,42.2,1.8,5.9,160.7,996.4,0.00,272.0,100.7,10.06,0.244,21,53,12,24,13
4/22/2015,13.3,19.7,7.3,42.8,2.4,10.1,181.9,993.7,0.00,270.4,98.5,9.85,0.225,19,38,18,23,12
4/23/2015,10.7,17.5,3.7,49.3,1.7,7.2,112.9,988.5,0.00,276.3,102.4,9.55,0.206,13,39,18,21,13
4/24/2015,13.8,22.6,5.0,44.5,1.6,5.6,204.2,984.7,0.00,273.5,101.9,9.42,0.209,11,50,16,26,17
4/25/2015,13.6,19.7,8.7,65.0,1.7,10.5,201.1,981.0,0.18,76.4,-8.0,4.09,0.089,18,55,16,23,14
4/26/2015,17.0,21.9,12.8,62.4,1.6,6.5,172.0,978.0,0.00,182.9,85.6,7.71,0.183,4,24,21,9,6
4/27/2015,16.2,21.3,10.0,68.6,2.0,10.4,233.3,972.0,3.73,163.7,74.0,7.26,0.175,9,29,16,14,9
4/28/2015,9.3,13.6,6.5,65.3,3.1,11.5,286.7,982.3,3.66,121.0,40.5,5.52,0.114,4,16,18,13,10
4/29/2015,11.2,17.5,3.6,49.3,1.7,8.2,153.4,987.3,0.02,258.2,113.0,9.37,0.208,16,35,13,19,13
4/30/2015,12.9,18.4,9.2,45.0,2.8,13.0,234.3,984.0,0.00,184.9,81.2,7.44,0.153,8,28,28,11,7
5/1/2015,9.7,11.0,8.6,87.4,1.7,5.9,108.3,977.3,16.46,58.9,-2.8,4.16,0.088,7,23,23,5,4
5/2/2015,11.9,16.1,8.4,77.6,1.1,5.5,170.1,979.3,0.76,101.1,51.0,5.27,0.121,16,32,15,12,9
5/3/2015,15.4,19.3,11.6,85.9,1.5,7.7,213.1,976.6,9.93,82.8,26.8,4.97,0.127,7,17,12,6,5
5/4/2015,19.1,24.7,13.4,64.0,2.1,8.3,194.4,978.9,0.00,254.5,146.4,11.61,0.322,16,16,11,9,4
5/5/2015,19.7,24.8,15.3,60.4,2.2,10.5,235.7,975.9,0.17,75.2,12.0,4.07,0.107,12,25,16,14,8
5/6/2015,16.2,20.4,12.5,55.4,2.2,12.5,249.4,984.0,0.00,187.7,91.4,8.25,0.204,4,21,23,10,6
5/7/2015,14.2,19.7,9.4,48.1,2.3,7.9,257.4,988.3,0.00,262.1,107.5,10.62,0.250,7,29,22,12,7
5/8/2015,17.3,25.5,9.8,44.7,1.5,8.0,228.9,985.0,0.00,261.7,125.4,10.18,0.249,8,37,21,16,10
5/9/2015,17.5,21.5,14.6,56.4,2.7,11.9,244.0,988.8,0.00,177.8,74.2,8.91,0.218,3,16,29,8,5
5/10/2015,16.9,23.1,12.4,52.7,2.2,9.0,261.2,995.2,0.00,239.2,109.3,10.57,0.260,2,19,25,11,7
5/11/2015,19.6,28.8,10.3,50.6,1.6,6.0,198.8,993.4,0.00,257.3,108.8,9.27,0.231,10,39,16,17,11
5/12/2015,23.2,31.7,7.4,47.2,2.6,11.1,237.8,988.8,0.00,257.1,119.3,9.61,0.261,7,32,26,19,12
5/13/2015,19.6,25.1,14.2,50.1,1.8,9.3,79.4,987.5,3.95,279.2,128.0,10.31,0.253,7,34,22,26,15
5/14/2015,16.8,21.3,13.4,55.1,1.4,5.6,211.9,981.6,0.55,179.6,96.1,7.20,0.176,2,21,30,22,14
5/15/2015,13.4,19.5,9.7,81.4,1.5,8.6,281.6,982.4,12.51,111.8,36.4,5.60,0.117,8,22,20,17,13
5/16/2015,15.4,21.5,8.7,59.9,2.0,9.7,242.2,991.0,0.00,235.6,113.9,8.70,0.210,7,21,21,21,15
5/17/2015,15.6,20.5,11.9,60.1,1.9,8.1,251.4,993.3,0.00,230.3,116.5,8.73,0.213,2,13,26,13,10
5/18/2015,17.1,24.8,9.4,52.7,2.0,9.5,217.2,983.0,0.00,306.8,142.3,10.89,0.282,10,34,19,17,12
5/19/2015,14.4,17.0,12.1,57.1,2.3,8.4,263.1,979.0,0.00,129.4,47.5,5.45,0.122,5,27,22,11,6
5/20/2015,11.7,15.2,8.0,58.2,1.8,8.5,275.7,983.3,0.89,132.3,47.6,5.84,0.124,4,25,23,11,7
5/21/2015,12.9,18.1,8.5,48.9,2.0,9.9,268.0,991.2,0.00,254.2,123.6,9.26,0.188,5,23,25,17,12
5/22/2015,13.6,20.8,5.3,45.3,2.1,9.6,109.5,993.3,0.00,313.6,140.4,11.80,0.274,12,39,18,17,11
5/23/2015,15.3,20.3,8.0,47.1,2.1,9.4,120.9,988.4,0.00,218.3,98.3,9.56,0.235,8,35,21,19,12
5/24/2015,17.4,21.2,14.4,53.1,1.4,5.7,149.6,987.3,0.00,139.6,66.7,8.18,0.212,4,25,25,25,18
5/25/2015,15.8,21.6,12.9,69.4,1.6,9.5,251.4,984.2,8.33,116.1,47.3,7.32,0.180,2,16,28,16,13
5/26/2015,13.2,16.0,11.3,65.1,2.3,9.1,317.5,986.1,0.00,143.3,74.1,6.69,0.152,4,15,23,17,13
5/27/2015,12.6,16.6,9.1,49.8,1.7,7.2,292.0,991.4,0.00,174.6,84.9,7.39,0.171,4,20,22,18,13
5/28/2015,15.3,23.3,6.8,50.8,1.7,8.4,234.9,986.9,0.00,286.4,145.2,11.16,0.280,7,29,22,17,11
5/29/2015,17.0,22.9,12.7,64.1,1.5,10.1,216.2,982.3,1.74,213.7,99.5,9.18,0.226,6,27,22,19,14
5/30/2015,14.5,18.2,11.5,67.5,2.8,11.6,256.5,984.0,1.37,197.9,90.6,8.30,0.196,3,15,29,9,7
5/31/2015,16.9,24.0,9.4,55.4,2.0,10.5,225.2,985.3,0.00,229.8,109.3,8.87,0.214,4,19,20,8,6
6/1/2015,17.8,21.8,14.7,62.9,1.8,7.5,253.7,985.3,0.00,141.6,73.5,6.78,0.165,6,22,16,8,5
6/2/2015,19.7,27.4,12.3,54.8,2.6,12.0,225.1,986.8,0.00,250.2,125.6,9.82,0.254,8,22,15,11,8
6/3/2015,22.1,27.8,15.8,45.4,2.4,8.3,276.1,990.3,0.00,295.7,154.1,11.47,0.310,7,25,20,15,10
6/4/2015,22.0,29.8,14.1,53.3,1.6,6.0,110.4,994.0,0.00,323.5,156.6,12.02,0.323,4,25,16,17,12
6/5/2015,25.6,34.0,16.6,46.3,1.6,6.8,153.9,990.6,0.00,317.2,156.6,11.27,0.314,7,34,18,21,15
6/6/2015,26.8,34.1,20.5,52.2,2.0,16.2,262.3,991.0,0.00,273.9,150.0,10.49,0.288,1,19,33,19,14
6/7/2015,23.5,29.0,18.5,59.0,1.9,12.3,156.0,994.7,0.00,296.5,166.1,10.95,0.290,2,17,27,21,16
6/8/2015,16.1,21.9,13.2,75.1,2.3,8.4,102.9,993.1,20.74,54.3,-0.6,4.28,0.100,9,27,23,20,15
6/9/2015,14.3,15.5,13.0,67.0,2.6,9.2,46.0,992.7,0.00,32.8,7.6,3.86,0.100,11,33,22,16,10
6/10/2015,16.1,19.4,13.2,69.1,2.0,6.4,57.1,992.1,0.00,64.9,31.6,3.72,0.093,11,28,16,19,14
6/11/2015,20.7,27.0,14.7,62.6,1.4,5.2,118.4,988.2,0.00,233.9,129.2,9.42,0.249,13,33,15,21,15
6/12/2015,23.4,32.1,15.7,58.4,1.4,7.8,184.4,982.5,0.65,262.5,134.1,10.41,0.299,10,34,22,26,20
6/13/2015,21.2,26.3,17.0,64.9,2.1,9.6,257.9,981.5,0.01,245.4,127.2,10.07,0.266,4,20,20,14,11
6/14/2015,21.7,27.6,15.4,52.5,2.0,7.9,152.1,980.7,0.00,288.0,156.6,12.21,0.334,3,21,23,13,9
6/15/2015,20.7,24.7,17.7,48.7,2.0,7.0,157.9,983.6,0.00,177.7,88.6,10.09,0.274,4,26,33,17,12
6/16/2015,18.8,22.4,15.8,51.8,1.9,8.2,142.6,988.7,0.01,167.0,78.5,9.59,0.252,7,27,28,17,11
6/17/2015,17.3,23.1,12.1,45.5,1.8,6.8,135.9,991.6,0.00,295.8,141.2,10.52,0.279,5,24,29,17,10
6/18/2015,15.9,19.1,13.9,75.8,2.2,7.5,236.4,987.4,9.41,78.1,-2.8,4.74,0.116,6,27,21,10,7
6/19/2015,14.4,18.4,11.6,61.8,2.4,8.8,299.4,987.1,0.00,179.3,101.1,8.51,0.203,3,14,26,17,11
6/20/2015,13.3,16.1,11.9,66.0,1.9,8.2,279.1,988.4,0.00,102.6,42.2,4.93,0.107,3,15,22,13,10
6/21/2015,15.6,22.7,11.5,68.1,1.7,9.5,234.5,987.5,8.97,161.8,82.7,6.94,0.169,3,12,19,6,4
6/22/2015,15.6,18.7,12.5,80.7,2.0,8.9,249.7,982.2,5.25,101.7,7.5,4.87,0.110,9,18,14,10,6
6/23/2015,13.2,17.6,10.5,69.1,2.9,12.6,248.8,982.2,4.32,200.9,80.5,8.44,0.182,3,10,29,5,3
6/24/2015,15.9,22.6,9.4,61.5,1.5,6.0,156.4,990.0,0.19,264.2,125.9,11.73,0.296,8,24,17,14,9
6/25/2015,18.8,26.1,10.9,54.4,1.7,6.4,190.2,991.6,0.00,266.1,133.6,12.41,0.314,15,33,18,18,12
6/26/2015,21.3,29.0,13.1,49.1,1.7,6.1,215.9,990.8,0.00,290.9,148.5,12.05,0.336,10,37,26,18,12
6/27/2015,19.9,25.3,16.9,65.5,2.1,10.9,223.3,987.8,3.01,171.8,72.3,7.54,0.185,4,28,24,17,12
6/28/2015,20.5,26.3,13.9,49.8,1.6,6.3,140.5,990.8,0.00,294.7,155.8,11.75,0.329,3,20,25,13,9
6/29/2015,22.4,30.2,15.9,51.0,1.6,7.3,198.5,990.5,0.00,260.5,142.1,11.01,0.305,12,37,20,20,13
6/30/2015,24.5,31.9,16.8,48.4,1.7,6.5,130.5,990.3,0.00,314.1,162.0,11.68,0.333,9,45,25,24,16
7/1/2015,26.4,34.0,17.6,42.4,1.7,7.2,134.4,989.4,0.00,319.4,156.1,11.45,0.327,6,39,32,22,15
7/2/2015,28.8,36.5,20.1,46.0,1.6,5.6,143.3,990.3,0.00,312.1,157.7,11.38,0.332,4,41,32,25,19
7/3/2015,29.5,37.3,23.2,50.6,1.3,5.9,170.3,992.9,0.06,233.4,114.2,8.91,0.259,5,57,31,35,25
7/4/2015,30.0,38.6,21.0,49.5,1.6,6.8,209.4,991.7,0.00,290.6,145.0,10.61,0.314,4,38,25,32,23
7/5/2015,31.4,39.5,22.9,43.5,2.0,10.9,180.6,987.7,0.00,299.1,153.1,10.68,0.323,2,29,30,30,23
7/6/2015,25.8,31.2,20.2,50.4,2.0,8.5,208.8,991.4,0.00,285.5,148.1,10.74,0.312,3,23,39,19,13
7/7/2015,28.2,37.6,19.0,47.8,2.2,10.3,231.8,984.3,0.00,269.6,128.4,10.02,0.299,4,29,40,23,14
7/8/2015,21.3,24.8,18.6,50.0,3.5,13.3,270.0,984.4,0.09,233.5,106.8,9.48,0.248,1,7,44,11,5
7/9/2015,18.2,21.7,15.4,53.9,3.1,10.9,255.1,989.6,0.04,176.0,67.0,9.17,0.230,2,10,39,11,7
7/10/2015,19.2,26.7,11.4,47.5,1.5,6.4,114.5,992.4,0.00,321.5,145.5,13.90,0.396,9,38,24,19,12
7/11/2015,22.2,31.8,14.4,39.8,2.1,11.0,232.6,987.3,0.00,307.6,142.4,12.91,0.354,3,34,40,17,11
7/12/2015,23.2,28.8,18.2,43.0,2.4,10.5,271.7,988.2,0.00,243.6,111.2,9.99,0.278,1,19,47,16,10
7/13/2015,20.9,23.4,18.7,57.6,2.0,9.5,251.4,989.2,0.00,115.3,52.6,6.52,0.186,2,15,33,12,7
7/14/2015,23.5,28.1,19.4,55.5,2.3,10.3,246.1,988.6,0.00,217.9,114.3,8.90,0.252,5,22,25,15,8
7/15/2015,24.6,32.2,17.7,53.9,1.5,6.0,184.4,989.5,0.00,259.5,129.3,9.96,0.289,7,30,23,13,8
7/16/2015,26.8,34.4,18.7,49.5,1.7,6.8,110.4,988.0,0.00,303.6,148.1,11.06,0.317,9,51,29,22,14
7/17/2015,27.6,37.4,20.6,45.0,2.1,10.4,184.1,986.9,1.67,277.7,131.9,10.50,0.304,6,44,39,26,18
7/18/2015,26.0,29.5,21.4,53.4,2.1,10.8,219.3,987.9,0.22,158.8,50.4,6.83,0.180,3,25,41,17,11
