date,mean_temp,max_temp,min_temp,humidity,mean_wspeed,max_wspeed,wdegree,pressure,rainfall,radiation,radiation_balance,uva,uvb,no,no2,ozone,PM10,PM2_5
1/23/2017,-5.5,0.0,-9.2,76.4,1.4,3.9,39.4,987.6,0.00,68.3,-31.2,3.61,0.039,,,3,83,
1/24/2017,-5.1,0.0,-8.0,87.6,1.7,4.2,19.1,989.8,0.25,11.6,-3.5,2.35,0.027,,,4,52,
1/25/2017,-5.2,0.0,-7.9,76.7,2.2,4.6,91.1,991.6,0.00,17.5,-1.4,2.64,0.031,,,15,34,
1/26/2017,-2.1,0.0,-4.7,71.9,1.6,4.8,208.4,987.7,0.00,29.3,-14.5,2.99,0.036,,,20,18,
1/27/2017,-0.8,7.7,-6.2,66.2,1.3,3.3,212.9,983.6,0.00,77.8,-20.3,3.86,0.047,,,3,61,
1/28/2017,0.2,7.1,-4.6,65.7,1.6,3.1,206.2,982.7,0.00,76.5,-17.4,3.83,0.049,,,3,50,
1/29/2017,2.3,8.5,-2.7,68.2,1.1,3.0,207.9,985.1,0.02,59.3,-9.2,3.70,0.055,,,2,41,
1/30/2017,5.2,7.6,,80.4,1.7,4.4,247.4,979.1,2.49,22.1,-15.6,3.01,0.054,,,12,10,
1/31/2017,5.5,8.2,,88.9,1.7,5.6,117.0,978.3,2.56,2.6,-19.9,2.67,0.059,,,12,9,
2/1/2017,5.0,7.8,,83.2,0.9,3.6,199.9,979.9,0.00,27.1,5.8,3.33,0.062,51,21,4,12,
2/2/2017,8.0,13.4,,77.2,0.9,2.3,199.7,974.8,0.00,52.5,5.6,5.04,0.106,117,28,2,25,
2/3/2017,8.4,13.0,,75.9,1.5,4.1,221.7,970.6,0.00,42.5,-10.9,3.47,0.064,67,30,7,13,
2/4/2017,6.6,10.7,,68.1,2.5,8.6,234.6,966.6,0.00,38.0,-15.5,2.57,0.036,18,24,25,5,
2/5/2017,6.3,9.6,,66.4,1.3,4.4,235.7,966.8,0.07,46.6,1.6,2.94,0.043,19,26,19,8,
2/6/2017,5.5,7.9,,71.5,1.1,3.0,233.8,977.6,0.00,57.4,8.4,3.16,0.040,21,22,16,18,
2/7/2017,5.6,9.6,,67.3,1.2,3.6,180.8,980.4,0.00,61.4,8.4,3.36,0.048,41,25,8,17,
2/8/2017,4.6,7.1,,67.3,1.7,4.7,73.7,983.6,0.00,43.7,-8.6,2.93,0.040,38,23,5,29,
2/9/2017,1.0,2.4,-1.3,66.9,1.9,4.6,69.3,986.4,0.00,22.1,-18.6,2.48,0.033,33,25,10,33,
2/10/2017,1.5,4.5,,68.6,1.4,4.4,223.3,982.9,0.00,39.8,-1.6,3.07,0.041,20,18,14,30,
2/11/2017,3.6,10.8,-1.6,71.0,1.1,3.6,207.2,982.3,0.00,89.2,0.7,4.66,0.072,75,25,5,21,
2/12/2017,3.2,7.2,,73.5,1.8,6.2,55.2,987.6,0.00,97.2,9.0,6.24,0.111,42,20,9,26,
2/13/2017,2.1,5.0,-0.1,75.8,2.2,5.2,214.7,990.2,0.00,44.5,-9.7,4.60,0.084,16,21,17,25,
2/14/2017,3.7,,,69.5,1.4,3.2,214.4,993.8,0.00,102.8,-5.5,4.97,0.072,74,32,3,38,
2/15/2017,5.3,12.8,0.2,66.8,1.7,4.3,214.0,1001.4,0.00,104.0,-2.1,4.25,0.055,117,36,2,43,
2/16/2017,8.4,16.4,2.4,64.2,1.0,4.6,222.7,998.4,0.00,95.7,9.9,4.12,0.058,115,44,3,37,
2/17/2017,8.2,10.6,6.5,74.7,1.7,6.2,221.5,993.8,4.90,57.1,4.6,3.33,0.049,12,28,24,5,
2/18/2017,6.2,9.4,2.4,73.8,1.2,3.6,210.3,994.1,0.00,56.9,5.1,3.39,0.051,39,30,11,10,
2/19/2017,5.6,11.0,0.2,69.2,1.3,3.8,236.4,991.4,0.00,92.4,10.1,4.22,0.056,32,24,16,9,
2/20/2017,8.5,10.9,6.9,69.0,2.2,6.0,234.1,989.3,0.70,54.1,15.2,3.25,0.053,3,21,35,6,
2/21/2017,10.3,11.9,9.0,83.1,2.5,7.9,239.2,985.3,2.70,25.4,-6.2,2.30,0.038,6,21,22,,
2/22/2017,10.7,11.5,9.8,72.7,3.0,9.4,231.4,982.2,0.00,24.6,-1.3,2.21,0.037,2,14,30,,
2/23/2017,12.7,19.8,7.8,51.0,3.8,12.0,253.1,973.3,0.60,111.0,22.9,4.54,0.073,5,13,39,6,
2/24/2017,6.9,9.5,2.7,58.0,2.8,10.2,223.8,980.5,0.50,77.3,7.9,3.93,0.051,5,22,42,8,
2/25/2017,5.1,11.8,-0.2,61.7,1.2,4.0,234.4,989.1,0.00,128.7,14.8,5.36,0.078,19,45,12,8,
2/26/2017,8.2,13.7,3.6,49.8,1.6,5.2,224.1,984.2,0.00,69.0,2.1,3.63,0.058,6,36,25,6,
2/27/2017,10.8,17.4,3.8,48.0,1.8,8.3,258.1,974.5,0.10,133.9,23.5,5.31,0.082,18,38,31,12,
2/28/2017,6.2,9.9,3.8,73.7,2.8,9.7,225.8,966.5,9.30,56.0,-7.7,3.45,0.046,1,16,58,,
3/1/2017,6.4,9.3,3.6,71.8,3.0,9.3,221.5,974.0,2.4,60.5,0.6,3.68,0.056,2,18,50,3,
3/2/2017,8.2,11.1,3.1,59.0,3.2,9.8,219.5,981.1,0.8,102.0,4.2,4.74,0.073,6,22,43,10,
3/3/2017,7.6,14.1,2.1,55.1,1.0,4.3,209.1,978.3,0.0,80.2,12.5,4.15,0.066,43,62,9,17,
3/4/2017,9.5,18.2,3.6,60.3,1.3,7.9,219.7,964.7,0.8,99.4,16.8,4.47,0.069,33,47,18,17,
3/5/2017,8.6,12.8,5.7,60.7,2.8,8.4,241.5,971.6,1.3,120.2,36.7,5.37,0.076,0,9,55,,
3/6/2017,7.2,11.4,4.5,64.5,2.5,9.6,260.8,971.7,1.2,79.3,14.6,4.26,0.062,2,16,51,7,
3/7/2017,6.1,9.3,3.6,76.3,2.1,6.7,241.5,982.5,4.8,79.2,12.7,4.39,0.060,4,21,37,5,
3/8/2017,6.8,10.1,3.5,74.4,2.5,7.2,226.4,988.6,2.5,65.1,12.2,3.79,0.058,5,27,30,6,
3/9/2017,11.3,13.7,9.5,84.7,2.0,6.2,268.0,987.7,15.6,43.3,-2.3,2.84,0.045,13,26,22,3,
3/10/2017,8.6,12.4,3.8,60.7,1.3,5.1,217.8,994.0,0.0,152.1,32.0,6.11,0.096,11,32,28,11,
3/11/2017,7.8,14.7,1.2,56.7,1.2,3.5,200.8,989.7,0.0,123.3,20.9,5.43,0.094,23,51,11,15,
3/12/2017,8.6,15.1,1.7,50.9,1.4,4.9,74.4,983.9,0.0,169.7,35.9,6.38,0.103,10,35,22,12,
3/13/2017,7.5,13.2,1.3,51.2,1.0,3.8,211.4,991.7,0.0,150.3,30.8,5.87,0.095,16,47,17,19,
3/14/2017,8.9,16.4,2.6,58.1,1.2,3.5,216.4,998.9,0.0,145.2,37.2,5.75,0.102,38,59,8,26,
3/15/2017,9.8,15.6,5.0,65.7,1.1,3.7,209.3,998.6,0.0,115.7,27.3,5.18,0.094,33,56,10,22,
3/16/2017,11.2,19.4,4.4,55.5,1.1,3.9,223.3,992.2,0.0,169.3,43.4,6.61,0.119,42,60,6,,
3/17/2017,13.4,20.6,8.8,52.8,2.3,7.7,231.2,983.8,0.0,137.0,40.1,5.77,0.105,18,30,35,,
3/18/2017,10.0,11.6,8.1,72.4,3.0,7.3,235.6,979.9,10.2,35.1,-14.0,2.83,0.050,1,11,43,,
3/19/2017,13.0,16.0,10.6,72.0,2.7,8.6,258.0,981.0,0.0,88.4,42.3,4.72,0.090,1,7,33,,
3/20/2017,12.6,15.9,10.7,59.7,2.1,7.3,290.4,980.6,0.0,93.4,39.0,4.65,0.086,2,15,40,,
3/21/2017,10.4,14.1,5.5,67.8,1.6,5.2,10.8,979.8,4.6,50.9,9.8,3.30,0.061,3,20,40,,
3/22/2017,7.0,9.1,4.8,78.9,1.0,3.4,71.2,981.4,2.3,38.1,9.9,2.97,0.047,11,37,27,,
3/23/2017,11.0,16.2,7.0,71.3,1.2,5.1,41.6,982.5,0.3,177.2,81.7,7.10,0.122,22,31,10,,
3/24/2017,9.9,11.5,8.1,72.6,1.6,5.0,40.1,991.7,0.0,39.1,11.7,2.90,0.050,19,34,16,,
3/25/2017,11.2,16.7,6.4,54.8,1.6,6.8,38.3,991.2,0.0,185.4,69.2,7.27,0.119,13,39,20,25,20
3/26/2017,10.8,16.2,4.9,47.5,1.1,4.5,127.3,989.3,0.0,185.3,55.3,7.31,0.125,8,33,30,17,14
3/27/2017,11.3,19.0,3.6,40.7,1.1,4.3,214.2,990.4,0.0,207.2,56.8,7.92,0.138,17,50,15,15,10
3/28/2017,13.5,21.4,5.8,46.7,1.3,3.8,215.1,990.9,0.0,172.8,56.5,6.99,0.129,35,63,11,24,13
3/29/2017,15.2,20.7,9.8,51.3,1.7,5.6,214.3,994.1,0.0,185.6,63.8,7.42,0.139,8,39,32,14,7
3/30/2017,15.3,21.9,8.3,53.4,1.1,3.7,212.9,993.6,0.0,197.8,67.9,7.96,0.160,22,50,19,16,8
3/31/2017,17.2,25.9,9.6,48.8,1.2,4.9,210.8,985.8,0.0,188.8,63.7,7.55,0.161,26,63,15,25,14
4/1/2017,15.3,20.8,10.1,47.8,1.5,5.2,285.9,980.3,0.00,174.5,67.0,7.04,0.138,9,41,32,16,10
4/2/2017,13.9,17.8,10.4,60.5,1.2,3.8,20.6,986.0,0.00,158.3,68.5,6.84,0.125,1,16,48,13,10
4/3/2017,14.8,19.3,9.3,57.6,1.1,5.5,12.7,990.8,0.00,166.7,68.9,6.96,0.129,13,36,29,26,19
4/4/2017,13.0,17.7,7.7,56.8,1.3,5.6,88.7,989.8,0.00,175.3,66.7,7.31,0.135,14,34,30,25,18
4/5/2017,11.5,16.7,6.0,57.8,1.3,4.9,308.1,990.4,0.00,173.8,61.6,7.58,0.143,13,35,35,23,17
4/6/2017,9.0,12.8,6.1,53.9,1.7,5.5,218.8,992.8,0.00,112.9,26.1,5.95,0.107,5,29,38,19,12
4/7/2017,9.8,16.0,4.0,58.2,1.5,5.6,215.5,992.3,0.00,209.9,86.3,9.10,0.187,11,37,20,27,17
4/8/2017,11.9,20.1,4.5,58.6,1.3,4.6,209.6,991.5,0.00,218.0,82.2,9.48,0.201,17,49,15,33,22
4/9/2017,14.6,23.3,6.3,55.3,1.4,3.6,210.3,991.0,0.00,223.4,84.6,10.54,0.237,8,46,19,29,22
4/10/2017,17.0,25.4,10.1,46.9,2.3,7.8,314.0,987.2,0.00,212.3,84.5,9.67,0.230,13,36,39,23,14
4/11/2017,11.3,15.5,7.2,47.4,1.5,5.3,211.3,992.0,0.00,189.6,73.2,8.57,0.176,6,31,33,20,11
4/12/2017,12.9,20.9,5.2,44.2,1.5,4.7,268.5,986.7,0.00,193.4,88.9,9.23,0.207,17,41,28,20,10
4/13/2017,13.4,15.9,10.8,51.5,2.5,6.4,245.2,983.2,0.00,139.6,53.9,6.62,0.135,2,19,52,14,8
4/14/2017,12.5,15.1,10.3,47.5,1.3,5.9,228.9,984.3,0.00,88.4,36.7,5.92,0.133,1,18,53,11,7
4/15/2017,12.5,15.1,9.5,57.4,2.5,7.5,245.4,984.3,0.20,78.0,24.4,5.53,0.122,1,17,48,11,7
4/16/2017,9.0,12.4,6.5,68.3,2.1,7.8,235.0,987.6,0.90,89.0,28.0,5.55,0.109,1,10,53,8,6
4/17/2017,7.7,11.9,4.7,74.4,2.2,6.6,227.5,985.2,4.20,82.2,8.8,5.36,0.101,1,14,43,8,6
4/18/2017,4.3,8.3,2.0,76.2,1.9,8.1,327.8,989.9,5.50,131.2,50.9,7.57,0.130,3,16,47,9,7
4/19/2017,4.3,7.4,2.2,66.6,1.7,7.3,48.3,997.1,0.60,111.4,46.2,6.13,0.104,8,30,35,14,11
4/20/2017,4.4,10.8,-1.1,53.7,1.1,4.4,211.1,1001.4,0.00,213.1,77.9,9.52,0.179,12,43,26,17,12
4/21/2017,8.9,16.5,1.6,42.6,1.2,5.5,212.0,997.8,0.00,249.5,119.8,9.84,0.206,15,51,23,22,15
4/22/2017,9.7,13.5,6.7,60.0,1.6,7.1,293.8,991.7,0.20,50.1,-4.7,3.74,0.080,4,31,35,18,13
4/23/2017,7.9,12.1,4.1,51.4,1.4,5.0,212.8,991.8,0.00,197.8,84.4,9.99,0.205,2,21,43,12,8
4/24/2017,10.2,19.1,1.2,48.8,1.2,4.5,208.5,984.2,0.00,257.9,113.0,11.86,0.259,16,52,17,19,12
4/25/2017,9.5,14.6,5.1,62.1,1.7,6.3,98.4,976.5,3.20,77.1,12.4,4.60,0.092,8,40,31,14,8
4/26/2017,5.8,8.5,3.4,78.2,1.1,4.1,348.9,978.8,6.40,73.2,23.6,5.32,0.104,11,34,30,18,14
4/27/2017,6.1,8.8,3.8,78.7,1.0,4.1,189.9,982.1,6.40,69.0,26.9,5.21,0.100,14,39,28,18,14
4/28/2017,8.2,12.8,4.9,62.7,1.6,6.3,225.4,981.8,2.10,150.9,75.3,8.90,0.168,7,29,32,22,16
4/29/2017,10.0,15.0,5.1,54.9,1.2,5.7,216.6,985.0,1.20,146.9,59.6,8.21,0.163,6,32,31,16,12
4/30/2017,11.7,18.9,3.2,50.4,1.8,9.1,196.5,979.5,0.00,273.3,129.5,11.90,0.246,8,35,29,14,11
5/1/2017,8.9,11.7,7.6,75.5,1.5,5.4,219.1,979.7,8.20,44.6,-16.4,4.13,0.080,2,24,45,8,6.0
5/2/2017,10.8,15.7,7.5,71.8,1.3,5.5,216.3,983.1,3.20,117.2,53.4,8.06,0.170,11,34,23,13,7.6
5/3/2017,11.4,16.1,8.8,73.8,0.9,4.0,212.8,985.5,3.00,119.9,56.7,6.38,0.113,16,46,16,16,10.9
5/4/2017,10.6,14.5,6.9,80.1,1.3,4.8,216.4,983.5,4.00,162.6,85.1,7.55,0.134,21,37,19,22,16.5
5/5/2017,12.3,17.9,8.7,71.4,0.9,4.6,207.5,985.8,0.00,146.3,78.3,7.07,0.136,13,43,20,19,13.5
5/6/2017,13.8,22.2,6.5,65.6,1.6,6.8,218.5,979.3,0.70,184.9,91.4,9.23,0.210,9,32,29,13,9.5
5/7/2017,13.3,15.4,12.0,81.3,1.6,9.0,286.8,981.7,2.20,52.3,8.1,3.93,0.081,2,15,34,5,3.5
5/8/2017,10.1,12.1,7.8,87.7,1.9,5.2,281.6,985.2,6.00,36.3,-4.9,3.53,0.069,3,19,37,18,15.1
5/9/2017,10.0,14.2,6.8,67.7,1.1,4.9,209.1,985.5,0.40,156.2,82.2,8.23,0.174,10,33,25,19,12.8
5/10/2017,12.5,21.6,4.0,54.6,1.2,4.0,210.2,977.4,0.00,291.7,143.0,12.03,0.266,12,38,21,14,9.2
5/11/2017,16.3,24.4,9.3,55.1,1.0,4.8,126.4,969.9,0.00,161.9,74.7,7.88,0.185,21,48,28,16,8.2
5/12/2017,16.5,22.2,12.8,69.1,1.1,5.1,212.2,972.3,9.10,150.3,78.1,9.22,0.222,6,33,31,9,4.9
5/13/2017,17.0,22.6,12.6,69.5,1.0,4.0,215.2,980.6,5.40,165.4,77.8,9.51,0.219,5,24,27,8,4.5
5/14/2017,16.4,22.9,13.4,74.2,1.1,4.2,216.2,989.8,2.00,156.2,72.5,9.95,0.245,4,22,22,9,5.9
5/15/2017,17.0,23.2,12.5,63.1,1.1,4.2,210.3,996.5,0.30,201.8,107.2,12.16,0.284,7,29,23,12,7.0
5/16/2017,18.6,26.5,10.1,50.9,1.2,4.4,215.0,996.3,0.00,280.6,145.0,12.24,0.306,15,46,26,,
5/17/2017,21.4,28.1,12.9,48.7,1.6,5.9,160.3,988.9,0.00,286.8,148.9,12.51,0.328,10,41,31,,
5/18/2017,20.7,25.7,16.6,61.9,1.1,4.7,213.8,981.4,2.00,159.3,61.4,7.94,0.209,8,39,25,,
5/19/2017,14.3,19.0,9.6,81.2,1.7,4.9,227.2,981.1,4.90,50.7,-5.4,4.19,0.089,4,25,26,,
5/20/2017,13.0,17.7,7.5,62.9,1.5,5.1,221.5,990.3,0.00,173.5,74.3,8.10,0.166,4,18,25,,
5/21/2017,15.2,22.7,7.2,56.4,1.4,4.5,212.1,993.2,0.00,261.6,138.9,11.59,0.254,6,26,20,,
5/22/2017,18.6,24.2,12.7,54.3,1.2,4.1,212.5,986.8,0.00,230.7,117.3,10.65,0.236,10,39,24,,
5/23/2017,20.5,27.5,13.4,54.0,1.9,6.7,266.7,986.5,0.00,235.4,135.7,10.82,0.261,11,31,36,,
5/24/2017,19.1,22.9,15.1,50.1,1.7,6.1,148.4,991.2,0.00,234.0,124.7,11.18,0.265,2,17,46,,
5/25/2017,19.2,23.8,15.4,57.0,1.2,5.0,210.0,990.0,0.00,259.5,145.8,12.81,0.313,3,25,27,,
5/26/2017,20.1,27.0,12.1,51.4,1.4,5.7,209.7,988.3,0.00,302.0,153.9,14.09,0.349,8,36,21,,
5/27/2017,22.9,30.1,13.7,45.1,1.5,4.7,166.3,987.4,0.00,302.9,151.0,13.22,0.339,4,31,28,,
5/28/2017,25.0,32.8,16.0,45.3,1.2,4.4,211.8,987.0,0.00,289.9,149.5,15.88,0.439,2,32,31,,
5/29/2017,26.1,34.1,19.2,49.6,1.1,5.7,215.7,983.0,0.00,263.0,144.6,12.31,0.336,8,49,32,,
5/30/2017,23.6,30.6,19.1,59.1,1.6,6.0,218.0,983.5,1.10,205.1,114.5,9.93,0.266,3,26,41,,
5/31/2017,21.7,26.6,17.6,59.7,1.4,5.5,21.5,988.6,0.00,253.7,143.2,11.88,0.305,3,21,32,,
